Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Latitude,Longitude,Start Year,Total Deaths
Hydrological,Flood,Flash flood,NZL,New Zealand,Australia and New Zealand,Oceania,,,1938,21.0
Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,-36.305,-72.315,1939,30000.0
Meteorological,Storm,Hail,PAK,Pakistan,Southern Asia,Asia,,,1939,
Meteorological,Storm,Tropical cyclone,NCL,New Caledonia,Melanesia,Oceania,,,1939,3.0
Geophysical,Earthquake,Ground movement,GHA,Ghana,Sub-Saharan Africa,Africa,5.552,-0.628,1939,22.0
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,,,1939,500000.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.7,10.4,1939,13.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.771,39.57,1939,32962.0
Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",AUS,Australia,Australia and New Zealand,Oceania,,,1939,71.0
Hydrological,Flood,Riverine flood,ITA,Italy,Southern Europe,Europe,,,1939,10.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.209,27.164,1939,60.0
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,39.945,139.682,1939,27.0
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-12.5,-72.0,1939,37.0
Geophysical,Earthquake,Ground movement,ROU,Romania,Eastern Europe,Europe,45.8,26.8,1940,980.0
Hydrological,Flood,Flood (General),FRA,France,Western Europe,Europe,,,1940,50.0
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1940,50.0
Meteorological,Storm,Tropical cyclone,VUT,Vanuatu,Melanesia,Oceania,,,1940,
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,38.4,35.5,1940,37.0
Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,32.733,-115.5,1940,9.0
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-10.5,-77.0,1940,179.0
Hydrological,Flood,Flood (General),JAM,Jamaica,Latin America and the Caribbean,Americas,,,1940,125.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1940,73.0
Biological,Epidemic,Viral disease,SDN,Sudan,Northern Africa,Africa,,,1940,1500.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,23.9,102.3,1940,181.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,41.7,43.8,1940,16.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,40.2,122.0,1940,
Hydrological,Flood,Flood (General),ESP,Spain,Southern Europe,Europe,,,1940,300.0
Climatological,Drought,Drought,BFA,Burkina Faso,Sub-Saharan Africa,Africa,,,1940,
Climatological,Drought,Drought,CPV,Cabo Verde,Sub-Saharan Africa,Africa,,,1940,20000.0
Climatological,Drought,Drought,GMB,Gambia,Sub-Saharan Africa,Africa,,,1940,
Climatological,Drought,Drought,GNB,Guinea-Bissau,Sub-Saharan Africa,Africa,,,1940,
Climatological,Drought,Drought,MLI,Mali,Sub-Saharan Africa,Africa,,,1940,
Climatological,Drought,Drought,MRT,Mauritania,Sub-Saharan Africa,Africa,,,1940,
Climatological,Drought,Drought,NER,Niger,Sub-Saharan Africa,Africa,,,1940,
Climatological,Drought,Drought,SEN,Senegal,Sub-Saharan Africa,Africa,,,1940,
Climatological,Drought,Drought,TCD,Chad,Sub-Saharan Africa,Africa,,,1940,
Meteorological,Storm,Tropical cyclone,FJI,Fiji,Melanesia,Oceania,,,1941,6.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1941,5000.0
Hydrological,Mass movement (wet),Landslide (wet),PER,Peru,Latin America and the Caribbean,Americas,,,1941,5000.0
Geophysical,Earthquake,Ground movement,MMR,Myanmar,South-eastern Asia,Asia,22.408,99.814,1941,15.0
Geophysical,Earthquake,Ground movement,YMN,Yemen Arab Republic,Western Asia,Asia,16.4,43.5,1941,1200.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,33.482,58.785,1941,730.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,47.0,127.2,1941,132.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.5,43.3,1941,430.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,31.7,102.3,1941,15.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.7,39.4,1941,15.0
Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,23.304,120.393,1941,319.0
Meteorological,Storm,Storm (General),ESP,Spain,Southern Europe,Europe,,,1941,20.0
Meteorological,Storm,Storm (General),PRT,Portugal,Southern Europe,Europe,,,1941,120.0
Geophysical,Earthquake,Ground movement,ECU,Ecuador,Latin America and the Caribbean,Americas,-0.025,-79.955,1942,200.0
Meteorological,Storm,Tropical cyclone,COK,Cook Islands,Polynesia,Oceania,,,1942,
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1942,61000.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1942,40000.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.87,36.732,1942,3000.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,,,1942,30.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,23.1,100.3,1942,90.0
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-14.819,-74.708,1942,30.0
Geophysical,Earthquake,Ground movement,ALB,Albania,Southern Europe,Europe,41.7,20.4,1942,43.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.2,28.2,1942,16.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.3,34.6,1942,17.0
Climatological,Drought,Drought,IND,India,Southern Asia,Asia,,,1942,1500000.0
Hydrological,Flood,Flood (General),USA,United States of America,Northern America,Americas,,,1943,
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-14.2,-71.5,1943,200.0
Geophysical,Volcanic activity,Ash fall,MEX,Mexico,Latin America and the Caribbean,Americas,,,1943,
Meteorological,Storm,Tropical cyclone,COK,Cook Islands,Polynesia,Oceania,,,1943,
Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,-31.432,-71.475,1943,12.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1943,5000.0
Meteorological,Storm,Storm (General),IND,India,Southern Asia,Asia,,,1943,
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.916,33.562,1943,4020.0
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-8.591,109.803,1943,213.0
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,35.448,133.993,1943,1400.0
Hydrological,Flood,Flood (General),JPN,Japan,Eastern Asia,Asia,,,1943,990.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.8,30.5,1943,285.0
Geophysical,Earthquake,Ground movement,YUG,Yugoslavia,Southern Europe,Europe,44.3,17.0,1943,19.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.6,30.5,1943,285.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.0,40.0,1943,550.0
Climatological,Drought,Drought,BGD,Bangladesh,Southern Asia,Asia,,,1943,1900000.0
Geophysical,Earthquake,Ground movement,ARG,Argentina,Latin America and the Caribbean,Americas,-31.372,68.436,1944,10000.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.696,32.992,1944,3959.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1944,304.0
Meteorological,Storm,Tropical cyclone,PAK,Pakistan,Southern Asia,Asia,,,1944,
Meteorological,Storm,Tropical cyclone,JAM,Jamaica,Latin America and the Caribbean,Americas,,,1944,32.0
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1944,390.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.502,26.596,1944,27.0
Meteorological,Storm,Tropical cyclone,CUB,Cuba,Latin America and the Caribbean,Americas,,,1944,
Climatological,Wildfire,Forest fire,USA,United States of America,Northern America,Americas,,,1944,121.0
Geophysical,Earthquake,Tsunami,JPN,Japan,Eastern Asia,Asia,33.682,36.204,1944,1223.0
Biological,Infestation,Locust infestation,LBY,Libya,Northern Africa,Africa,,,1944,
Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",AUS,Australia,Australia and New Zealand,Oceania,,,1944,49.0
Geophysical,Volcanic activity,Ash fall,ITA,Italy,Southern Europe,Europe,40.821,14.426,1944,26.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,36.8,54.5,1944,20.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,38.9,29.3,1944,21.0
Geophysical,Volcanic activity,Ash fall,JPN,Japan,Eastern Asia,Asia,,,1945,
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1945,3746.0
Geophysical,Earthquake,Ground movement,ROU,Romania,Eastern Europe,Europe,,,1945,
Meteorological,Storm,Tropical cyclone,BHS,Bahamas,Latin America and the Caribbean,Americas,,,1945,22.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1945,
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1945,451.0
Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,Asia,24.927,63.601,1945,4000.0
Geophysical,Earthquake,Ground movement,ROU,Romania,Eastern Europe,Europe,,,1945,
Biological,Epidemic,Viral disease,BEL,Belgium,Western Europe,Europe,,,1945,
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1945,43.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1945,119.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1945,34.0
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,34.612,137.064,1945,2306.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,37.4,35.8,1945,300.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,35.2,52.1,1945,20.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,38.5,43.3,1945,300.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,39.5,119.0,1945,17.0
Geophysical,Earthquake,Ground movement,DZA,Algeria,Northern Africa,Africa,35.75,5.0,1946,276.0
Geophysical,Volcanic activity,Ash fall,TON,Tonga,Polynesia,Oceania,,,1946,
Meteorological,Storm,Tropical cyclone,COK,Cook Islands,Polynesia,Oceania,,,1946,
Geophysical,Earthquake,Tsunami,USA,United States of America,Northern America,Americas,53.492,-162.832,1946,165.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.3,41.2,1946,840.0
Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,-26.5,-70.5,1946,2.0
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-8.41,-77.535,1946,1400.0
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,33.116,135.895,1946,2000.0
Meteorological,Storm,Storm (General),CAN,Canada,Northern America,Americas,,,1946,17.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1946,33.0
Geophysical,Earthquake,Ground movement,DOM,Dominican Republic,Latin America and the Caribbean,Americas,19.25,-69.0,1946,73.0
Meteorological,Storm,Tropical cyclone,AZO,Azores Islands,Southern Europe,Europe,,,1946,27.0
Geophysical,Earthquake,Ground movement,SUN,Soviet Union,Eastern Europe,Europe,39.826,54.648,1946,400.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1946,260.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,38.2,31.8,1946,12.0
Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,26.19,121.086,1946,58.0
Climatological,Drought,Drought,CPV,Cabo Verde,Sub-Saharan Africa,Africa,,,1946,30000.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,33.621,58.643,1947,400.0
Hydrological,Flood,Flood (General),JPN,Japan,Eastern Asia,Asia,,,1947,2000.0
Biological,Epidemic,Bacterial disease,EGY,Egypt,Northern Africa,Africa,,,1947,10276.0
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1947,51.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1947,1930.0
Climatological,Wildfire,Forest fire,USA,United States of America,Northern America,Americas,,,1947,
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1947,2000.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1947,500.0
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-10.973,-74.725,1947,233.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1947,167.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1947,35.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1947,55.0
Geophysical,Earthquake,Ground movement,GRC,Greece,Southern Europe,Europe,36.728,21.897,1947,3.0
Climatological,Drought,Drought,BGD,Bangladesh,Southern Asia,Asia,,,1947,
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1948,200.0
Meteorological,Storm,Tropical cyclone,NCL,New Caledonia,Melanesia,Oceania,,,1948,2.0
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,36.5,136.0,1948,5131.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1948,868.0
Hydrological,Mass movement (wet),Landslide (wet),IND,India,Southern Asia,Asia,,,1948,500.0
Meteorological,Storm,Tropical cyclone,CUB,Cuba,Latin America and the Caribbean,Americas,,,1948,3.0
Geophysical,Earthquake,Ground movement,SUN,Soviet Union,Eastern Europe,Europe,37.95,58.32,1948,110000.0
Meteorological,Storm,Tropical cyclone,CUB,Cuba,Latin America and the Caribbean,Americas,,,1948,11.0
Meteorological,Storm,Tropical cyclone,BMU,Bermuda,Northern America,Americas,,,1948,
Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,10.5,122.0,1948,72.0
Meteorological,Storm,Tropical cyclone,REU,Réunion,Sub-Saharan Africa,Africa,,,1948,165.0
Hydrological,Flood,Flood (General),TUR,Türkiye,Western Asia,Asia,,,1948,200.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1948,42.0
Hydrological,Flood,Flood (General),USA,United States of America,Northern America,Americas,,,1948,55.0
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,,,1948,330.0
Hydrological,Flood,Flood (General),TUR,Türkiye,Western Asia,Asia,,,1948,132.0
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,1948,1000.0
Meteorological,Storm,Storm (General),ITA,Italy,Southern Europe,Europe,,,1948,80.0
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,1948,800.0
Geophysical,Volcanic activity,Ash fall,CHL,Chile,Latin America and the Caribbean,Americas,,,1948,100.0
Hydrological,Mass movement (wet),Landslide (wet),ITA,Italy,Southern Europe,Europe,,,1948,25.0
Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1948,200.0
Geophysical,Earthquake,Ground movement,GRC,Greece,Southern Europe,Europe,38.532,20.425,1948,2.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,29.5,100.5,1948,800.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,26.4,99.7,1948,110.0
Hydrological,Mass movement (wet),Landslide (wet),SUN,Soviet Union,Eastern Europe,Europe,,,1949,12000.0
Geophysical,Volcanic activity,Ash fall,COL,Colombia,Latin America and the Caribbean,Americas,,,1949,1000.0
Geophysical,Volcanic activity,Ash fall,MEX,Mexico,Latin America and the Caribbean,Americas,,,1949,1000.0
Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,-38.0,-73.5,1949,35.0
Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,47.167,-122.617,1949,8.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1949,419.0
Geophysical,Earthquake,Ground movement,SUN,Soviet Union,Eastern Europe,Europe,39.2,70.8,1949,3500.0
Geophysical,Earthquake,Ground movement,ECU,Ecuador,Latin America and the Caribbean,Americas,-1.5,-78.2,1949,6000.0
Hydrological,Flood,Flood (General),GTM,Guatemala,Latin America and the Caribbean,Americas,,,1949,40000.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1949,1000.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1949,1000.0
Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,-54.0,-71.0,1949,6.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.0,40.5,1949,320.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1949,59.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1949,28.0
Meteorological,Storm,Storm (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1949,100.0
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,,,1949,57000.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1949,38.0
Climatological,Wildfire,Wildfire (General),FRA,France,Western Europe,Europe,,,1949,80.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1949,160.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,42.0,84.0,1949,21.0
